"species","genus","depth_position","source","DepthPrefMin","DepthPrefMax","SpeciesID","SpecCode"
"brachidontes domingensis","brachidontes","benthic","fishbase",1,2,"W-Msc-420695",47671
"brachidontes modiolus","brachidontes","benthic","fishbase",10,50,"W-Msc-420696",47670
"geukensia granosissima","geukensia","benthic","fishbase",0,1,"W-Msc-420698",47368
"gregariella coralliophaga","gregariella","benthic","fishbase",10,50,"W-Msc-420699",47682
"lithophaga antillarum","lithophaga","benthic","fishbase",3,13,"W-Msc-420702",47687
"lithophaga nigra","lithophaga","benthic","fishbase",10,50,"W-Msc-420704",47688
"modiolus americanus","modiolus","benthic","fishbase",2,7,"W-Msc-420705",47661
"modiolus squamosus","modiolus","benthic","fishbase",1,7,"W-Msc-420706",102290
"musculus lateralis","musculus","benthic","fishbase",11,54,"W-Msc-420707",47646
"anadara notabilis","anadara","benthic","fishbase",7,38,"W-Msc-420712",47563
"arca zebra","arca","benthic","fishbase",15,68,"W-Msc-420713",47573
"bathyarca glomerula","bathyarca","benthic","fishbase",194,416,"W-Msc-420715",47553
"bathyarca orbiculata","bathyarca","benthic","fishbase",459,1212,"W-Msc-420717",47554
"fugleria tenera","fugleria","benthic","fishbase",4,24,"W-Msc-420720",102279
"arcopsis adamsi","arcopsis","benthic","fishbase",13,63,"W-Msc-420724",47582
"glycymeris americana","glycymeris","benthic","fishbase",3,19,"W-Msc-420727",47610
"glycymeris decussata","glycymeris","benthic","fishbase",26,113,"W-Msc-420728",47611
"glycymeris spectralis","glycymeris","benthic","fishbase",4,24,"W-Msc-420729",47613
"glycymeris undata","glycymeris","benthic","fishbase",5,28,"W-Msc-420730",47614
"tucetona pectinata","tucetona","benthic","fishbase",11,54,"W-Msc-420731",102318
"cratis antillensis","cratis","benthic","fishbase",287,622,"W-Msc-420733",102261
"pinctada longisquamosa","pinctada","benthic","fishbase",2,14,"W-Msc-420734",102300
"pteria colymbus","pteria","benthic","fishbase",16,73,"W-Msc-420735",47708
"isognomon bicolor","isognomon","benthic","fishbase",0,4,"W-Msc-420737",47714
"malleus candeanus","malleus","benthic","fishbase",66,248,"W-Msc-420738",47717
"atrina rigida","atrina","benthic","fishbase",2,14,"W-Msc-420739",47702
"atrina seminuda","atrina","benthic","fishbase",28,120,"W-Msc-420740",47700
"atrina serrata","atrina","benthic","fishbase",1,6,"W-Msc-420741",47701
"pinna carnea","pinna","benthic","fishbase",5,26,"W-Msc-420742",47704
"ctenoides mitis","ctenoides","benthic","fishbase",24,59,"W-Msc-420744",48062
"ctenoides planulatus","ctenoides","benthic","fishbase",55,124,"W-Msc-420745",102265
"ctenoides scaber","ctenoides","benthic","fishbase",15,69,"W-Msc-420747",102264
"divarilima albicoma","divarilima","benthic","fishbase",53,123,"W-Msc-420748",101048
"lima caribaea","lima","benthic","fishbase",15,69,"W-Msc-420749",101051
"limaria locklini","limaria","benthic","fishbase",18,80,"W-Msc-420750",48057
"limaria pellucida","limaria","benthic","fishbase",20,88,"W-Msc-420751",47380
"limatula confusa","limatula","benthic","fishbase",418,1122,"W-Msc-420752",48072
"limatula setifera","limatula","benthic","fishbase",152,395,"W-Msc-420755",48069
"limea bronniana","limea","benthic","fishbase",194,624,"W-Msc-420756",48077
"aequipecten muscosus","aequipecten","benthic","fishbase",29,110,"W-Msc-420761",47164
"argopecten lineolaris","argopecten","benthic","fishbase",9,45,"W-Msc-420762",47010
"cyclopecten strigillatus","cyclopecten","benthic","fishbase",752,1222,"W-Msc-420767",147717
"parvamussium cancellatum","parvamussium","benthic","fishbase",429,1201,"W-Msc-420768",148845
"spondylus americanus","spondylus","benthic","fishbase",15,68,"W-Msc-420772",47226
"dimya argentea","dimya","benthic","fishbase",182,326,"W-Msc-420774",47228
"dimya tigrina","dimya","benthic","fishbase",36,81,"W-Msc-420775",149422
"pododesmus rudis","pododesmus","benthic","fishbase",13,63,"W-Msc-420776",47538
"crassostrea rhizophorae","crassostrea","benthic","fishbase",5,26,"W-Msc-420777",48100
"dendostrea frons","dendostrea","benthic","fishbase",11,51,"W-Msc-420779",48113
"teskeyostrea weberi","teskeyostrea","benthic","fishbase",1,3,"W-Msc-420781",48112
"hyotissa mcgintyi","hyotissa","benthic","fishbase",12,57,"W-Msc-420782",102281
"callucina keenae","callucina","benthic","fishbase",24,80,"W-Msc-420785",102249
"cavilinga blanda","cavilinga","benthic","fishbase",10,33,"W-Msc-420786",102256
"codakia orbicularis","codakia","benthic","fishbase",9,46,"W-Msc-420787",48305
"ctena orbiculata","ctena","benthic","fishbase",20,88,"W-Msc-420788",102263
"lucina pensylvanica","lucina","benthic","fishbase",2,15,"W-Msc-420791",48294
"lucinisca muricata","lucinisca","benthic","fishbase",23,97,"W-Msc-420792",47394
"lucinisca nassula","lucinisca","benthic","fishbase",42,168,"W-Msc-420793",47395
"parvilucina crenella","parvilucina","benthic","fishbase",9,45,"W-Msc-420799",102296
"phacoides pectinatus","phacoides","benthic","fishbase",0,4,"W-Msc-420800",148081
"pleurolucina leucocyma","pleurolucina","benthic","fishbase",5,26,"W-Msc-420801",102301
"pleurolucina sombrerensis","pleurolucina","benthic","fishbase",44,96,"W-Msc-420802",102302
"diplodonta notata","diplodonta","benthic","fishbase",1,5,"W-Msc-420806",48361
"diplodonta punctata","diplodonta","benthic","fishbase",25,108,"W-Msc-420808",48359
"phlyctiderma semiaspera","phlyctiderma","benthic","fishbase",11,51,"W-Msc-420810",102299
"arcinella cornuta","arcinella","benthic","fishbase",7,37,"W-Msc-420813",47975
"chama congregata","chama","benthic","fishbase",10,50,"W-Msc-420814",47964
"chama florida","chama","benthic","fishbase",11,51,"W-Msc-420815",47968
"chama lactuca","chama","benthic","fishbase",22,95,"W-Msc-420817",47965
"chama sarda","chama","benthic","fishbase",2,14,"W-Msc-420819",47966
"orobitella floridana","orobitella","benthic","fishbase",1,5,"W-Msc-420825",47100
"basterotia elliptica","basterotia","benthic","fishbase",0,4,"W-Msc-420829",48441
"basterotia quadrata","basterotia","benthic","fishbase",150,503,"W-Msc-420830",48445
"glans dominguensis","glans","benthic","fishbase",11,54,"W-Msc-420833",48463
"pleuromeris tridentata","pleuromeris","benthic","fishbase",8,34,"W-Msc-420835",48465
"pteromeris perplana","pteromeris","benthic","fishbase",10,47,"W-Msc-420836",48468
"carditopsis smithii","carditopsis","benthic","fishbase",10,47,"W-Msc-420837",48540
"astarte smithii","astarte","benthic","fishbase",188,419,"W-Msc-420841",47503
"crassinella dupliniana","crassinella","benthic","fishbase",5,11,"W-Msc-420842",47315
"crassinella lunulata","crassinella","benthic","fishbase",11,54,"W-Msc-420843",47513
"crassinella martinicensis","crassinella","benthic","fishbase",10,38,"W-Msc-420844",47514
"americardia media","americardia","benthic","fishbase",20,89,"W-Msc-420847",47929
"anatina anatina","anatina","benthic","fishbase",14,65,"W-Msc-420849",47956
"mactrotoma fragilis","mactrotoma","benthic","fishbase",10,50,"W-Msc-420850",47405
"acorylus gouldii","acorylus","benthic","fishbase",61,231,"W-Msc-420854",102235
"arcopagia fausta","arcopagia","benthic","fishbase",3,16,"W-Msc-420864",102247
"cymatoica orientalis","cymatoica","benthic","fishbase",14,42,"W-Msc-420865",48471
"eurytellina alternata","eurytellina","benthic","fishbase",13,63,"W-Msc-420867",102271
"eurytellina lineata","eurytellina","benthic","fishbase",4,24,"W-Msc-420869",102273
"eurytellina nitens","eurytellina","benthic","fishbase",12,59,"W-Msc-420870",102274
"laciolina laevigata","laciolina","benthic","fishbase",1,8,"W-Msc-420872",102283
"macoma cerina","macoma","benthic","fishbase",0,1,"W-Msc-420877",48036
"phyllodina squamifera","phyllodina","benthic","fishbase",25,108,"W-Msc-420888",147858
"scissula candeana","scissula","benthic","fishbase",2,10,"W-Msc-420889",102309
"scissula similis","scissula","benthic","fishbase",1,5,"W-Msc-420892",102310
"strigilla carnaria","strigilla","benthic","fishbase",0,1,"W-Msc-420893",48624
"strigilla mirabilis","strigilla","benthic","fishbase",6,31,"W-Msc-420895",48623
"tellidora cristata","tellidora","benthic","fishbase",4,24,"W-Msc-420898",48630
"tellina radiata","tellina","benthic","fishbase",10,50,"W-Msc-420900",48576
"tellinella listeri","tellinella","benthic","fishbase",10,50,"W-Msc-420901",102314
"donax denticulatus","donax","benthic","fishbase",0,1,"W-Msc-420902",48485
"gari circe","gari","benthic","fishbase",21,35,"W-Msc-420906",102280
"heterodonax bimaculatus","heterodonax","benthic","fishbase",0,1,"W-Msc-420907",48633
"sanguinolaria sanguinolenta","sanguinolaria","benthic","fishbase",0,1,"W-Msc-420909",48505
"semele bellastriata","semele","benthic","fishbase",9,45,"W-Msc-420914",47988
"semele proficua","semele","benthic","fishbase",7,38,"W-Msc-420915",47989
"semele purpurascens","semele","benthic","fishbase",6,29,"W-Msc-420916",47990
"semelina nuculoides","semelina","benthic","fishbase",16,53,"W-Msc-420917",48644
"solecurtus cumingianus","solecurtus","benthic","fishbase",27,92,"W-Msc-420918",48645
"solecurtus sanctaemarthae","solecurtus","benthic","fishbase",13,63,"W-Msc-420919",48646
"chione elevata","chione","benthic","fishbase",10,50,"W-Msc-420932",102259
"chione mazyckii","chione","benthic","fishbase",25,110,"W-Msc-420933",102260
"globivenus rigida","globivenus","benthic","fishbase",10,50,"W-Msc-420937",47369
"globivenus rugatina","globivenus","benthic","fishbase",32,85,"W-Msc-420938",47370
"gouldia cerina","gouldia","benthic","fishbase",19,84,"W-Msc-420939",48889
"lirophora latilirata","lirophora","benthic","fishbase",7,37,"W-Msc-420942",47388
"lirophora paphia","lirophora","benthic","fishbase",10,50,"W-Msc-420943",102285
"macrocallista nimbosa","macrocallista","benthic","fishbase",5,28,"W-Msc-420945",48894
"parastarte triquetra","parastarte","benthic","fishbase",1,6,"W-Msc-420946",48980
"periglypta listeri","periglypta","benthic","fishbase",0,20,"W-Msc-420947",48891
"pitar albidus","pitar","benthic","fishbase",11,54,"W-Msc-420948",48861
"pitar arestus","pitar","benthic","fishbase",11,31,"W-Msc-420949",48862
"pitar fulminatus","pitar","benthic","fishbase",10,50,"W-Msc-420952",48858
"pitar simpsoni","pitar","benthic","fishbase",4,25,"W-Msc-420955",48857
"pitarenus cordatus","pitarenus","benthic","fishbase",14,68,"W-Msc-420957",48856
"tivela mactroides","tivela","benthic","fishbase",0,1,"W-Msc-420964",48899
"transennella conradina","transennella","benthic","fishbase",0,4,"W-Msc-420966",48819
"transennella cubaniana","transennella","benthic","fishbase",1,7,"W-Msc-420967",48818
"transennella culebrana","transennella","benthic","fishbase",85,253,"W-Msc-420968",102317
"transennella stimpsoni","transennella","benthic","fishbase",0,4,"W-Msc-420969",48821
"choristodon robustus","choristodon","benthic","fishbase",4,20,"W-Msc-420970",47342
"sphenia fragilis","sphenia","benthic","fishbase",0,1,"W-Msc-420973",102311
"caryocorbula chittyana","caryocorbula","benthic","fishbase",7,8,"W-Msc-420976",102253
"caryocorbula contracta","caryocorbula","benthic","fishbase",1,8,"W-Msc-420977",102252
"caryocorbula cymella","caryocorbula","benthic","fishbase",45,80,"W-Msc-420978",102251
"caryocorbula dietziana","caryocorbula","benthic","fishbase",13,59,"W-Msc-420979",102255
"juliacorbula aequivalvis","juliacorbula","benthic","fishbase",10,50,"W-Msc-420980",102282
"varicorbula krebsiana","varicorbula","benthic","fishbase",18,64,"W-Msc-420982",102320
"varicorbula philippii","varicorbula","benthic","fishbase",34,58,"W-Msc-420983",102321
"gastrochaena ovata","gastrochaena","benthic","fishbase",13,43,"W-Msc-420984",49094
"spengleria rostrata","spengleria","benthic","fishbase",11,32,"W-Msc-420987",49096
"jouannetia quillingi","jouannetia","benthic","fishbase",7,34,"W-Msc-420991",48520
"lyonsia floridana","lyonsia","benthic","fishbase",1,4,"W-Msc-420999",49170
"pandora arenosa","pandora","benthic","fishbase",13,25,"W-Msc-421000",49148
"pandora bushiana","pandora","benthic","fishbase",10,50,"W-Msc-421001",49147
"pandora inflata","pandora","benthic","fishbase",17,80,"W-Msc-421002",49146
"asthenothaerus hemphilli","asthenothaerus","benthic","fishbase",3,16,"W-Msc-421003",49186
"bushia elegans","bushia","benthic","fishbase",86,110,"W-Msc-421004",49205
"thracia stimpsoni","thracia","benthic","fishbase",180,524,"W-Msc-421007",49204
"plectodon granulatus","plectodon","benthic","fishbase",53,121,"W-Msc-421010",48911
"graptacme semistriolata","graptacme","benthic","fishbase",15,65,"W-Msc-421012",59970
"mercenaria campechiensis","mercenaria","benthic","fishbase",2,11,"W-Msc-422678",48854
"conus aureus","conus","benthic","fishbase",22,95,"W-Msc-426369",91996
"conus capitanellus","conus","benthic","fishbase",253,330,"W-Msc-426441",94335
"conus cardinalis","conus","benthic","fishbase",22,31,"W-Msc-426444",6329
"conus crocatus","conus","benthic","fishbase",13,26,"W-Msc-426467",91981
"conus excelsus","conus","benthic","fishbase",134,240,"W-Msc-426492",138016
"conus luteus","conus","benthic","fishbase",2,11,"W-Msc-428195",91970
"conus armadillo","conus","benthic","fishbase",122,195,"W-Msc-428976",91994
"turritella variegata","turritella","benthic","fishbase",5,27,"W-Msc-430319",3966
"atlanta lesueurii","atlanta","pelagic","fishbase",22,95,"W-Msc-430416",1668
"atlanta inclinata","atlanta","pelagic","fishbase",22,95,"W-Msc-430422",4229
"conus chaldaeus","conus","benthic","fishbase",2,11,"W-Msc-430457",91931
"conus dusaveli","conus","benthic","fishbase",2,11,"W-Msc-430468",91983
"prosimnia semperi","prosimnia","benthic","fishbase",33,40,"W-Msc-430631",137447
"cyphoma gibbosum","cyphoma","benthic","fishbase",3,15,"W-Msc-432297",4839
"crassispira apicata","crassispira","benthic","fishbase",10,51,"W-Msc-432640",99085
"crassispira pellisphocae","crassispira","benthic","fishbase",0,1,"W-Msc-433422",99166
"gymnobela agassizii","gymnobela","benthic","fishbase",543,1411,"W-Msc-433946",6101
"miraclathurella herminea","miraclathurella","benthic","fishbase",50,100,"W-Msc-434418",6102
"echinolittorina cinerea","echinolittorina","benthic","fishbase",2,11,"W-Msc-437365",155146
"duplicaria teramachii","duplicaria","benthic","fishbase",52,102,"W-Msc-438586",138555
"tectarius grandinatus","tectarius","reef","fishbase",2,11,"W-Msc-446938",86844
"oliva reticulata","oliva","benthic","fishbase",110,150,"W-Msc-448146",87044
"olivella tehuelcha","olivella","benthic","fishbase",19,27,"W-Msc-448256",147983
"desbruyeresia cancellata","desbruyeresia","benthic","fishbase",1882,2173,"W-Msc-449953",72061
"ifremeria nautilei","ifremeria","benthic","fishbase",1827,2135,"W-Msc-449966",72066
"lepetodrilus cristatus","lepetodrilus","benthic","fishbase",2470,2539,"W-Msc-449970",71993
"lepetodrilus elevatus","lepetodrilus","benthic","fishbase",1755,2372,"W-Msc-449971",71994
"lepetodrilus ovalis","lepetodrilus","benthic","fishbase",2484,2590,"W-Msc-449977",72000
"lepetodrilus pustulosus","lepetodrilus","benthic","fishbase",2484,2590,"W-Msc-449978",72001
"melanodrymia aurantiaca","melanodrymia","benthic","fishbase",2309,2510,"W-Msc-449983",72027
"pachydermia laevis","pachydermia","benthic","fishbase",2484,2590,"W-Msc-449994",72031
"provanna buccinoides","provanna","benthic","fishbase",1882,2173,"W-Msc-450001",72067
"microvoluta joloensis","microvoluta","benthic","fishbase",384,885,"W-Msc-450653",81562
"volvarina hennequini","volvarina","benthic","fishbase",112,261,"W-Msc-456885",141204
"galeoctopus lateralis","galeoctopus","pelagic","fishbase",215,302,"W-Msc-457973",88915
"drupa morum","drupa","benthic","fishbase",2,9,"W-Msc-459085",91778
"fulgurofusus brayi","fulgurofusus","benthic","fishbase",319,453,"W-Msc-463630",147561
"epicodakia sweeti","epicodakia","benthic","fishbase",23,65,"W-Msc-464157",103171
"radiolucina amianta","radiolucina","benthic","fishbase",150,503,"W-Msc-464261",102304
"pinctada maculata","pinctada","benthic","fishbase",2,11,"W-Msc-464497",84367
"thysanodonta boucheti","thysanodonta","benthic","fishbase",379,432,"W-Msc-467309",165127
"conus miniexcelsus","conus","benthic","fishbase",60,100,"W-Msc-467678",155556
"perotrochus quoyanus","perotrochus","benthic","fishbase",177,320,"W-Msc-467973",2047
"cerithium claviforme","cerithium","benthic","fishbase",22,95,"W-Msc-473097",90142
"cerithium interstriatum","cerithium","benthic","fishbase",4,5,"W-Msc-473101",4413
"volvarina serrei","volvarina","benthic","fishbase",8,40,"W-Msc-474073",147438
"bursa tuberosissima","bursa","benthic","fishbase",2,11,"W-Msc-476456",90362
"bursina fijiensis","bursina","benthic","fishbase",22,95,"W-Msc-476460",137557
"distorsio graceiellae","distorsio","benthic","fishbase",22,95,"W-Msc-476480",137562
"monoplex aquatilis","monoplex","benthic","fishbase",6,31,"W-Msc-476516",4705
"turritriton labiosus","turritriton","benthic","fishbase",2,11,"W-Msc-476594",4891
"antillophos virginiae","antillophos","benthic","fishbase",100,156,"W-Msc-490729",148807
"engina siderea","engina","benthic","fishbase",423,1221,"W-Msc-490968",130666
"anodontia alba","anodontia","benthic","fishbase",6,31,"W-Msc-493932",48285
"donax striatus","donax","benthic","fishbase",0,1,"W-Msc-494732",83537
"barbatia candida","barbatia","benthic","fishbase",11,51,"W-Msc-504386",47578
"calloarca nuttingi","calloarca","benthic","fishbase",17,45,"W-Msc-504422",154816
"glycymeris longior","glycymeris","benthic","fishbase",16,43,"W-Msc-504499",148941
"glycymeris nummaria","glycymeris","benthic","fishbase",5,22,"W-Msc-504509",140597
"glossocardia obesa","glossocardia","benthic","fishbase",0,50,"W-Msc-504755",103040
"arcinella arcinella","arcinella","benthic","fishbase",9,38,"W-Msc-504764",47976
"rocellaria stimpsonii","rocellaria","benthic","fishbase",10,50,"W-Msc-505251",49095
"lima tomlini","lima","benthic","fishbase",76,237,"W-Msc-505472",81036
"mactrellona alata","mactrellona","benthic","fishbase",3,11,"W-Msc-505717",47861
"corbula patagonica","corbula","benthic","fishbase",22,53,"W-Msc-505845",149827
"amygdalum peasei","amygdalum","benthic","fishbase",40,70,"W-Msc-505943",80191
"bathymodiolus brevior","bathymodiolus","benthic","fishbase",1882,2173,"W-Msc-505965",72094
"crenella divaricata","crenella","benthic","fishbase",57,219,"W-Msc-506004",47629
