"species","total_hab_area"
"laternula truncata",3842300
"lates calcarifer",4125200
"latiaxis pilsbryi",1047000
"laticauda colubrina",9374100
"laticauda laticaudata",9496100
"laticauda saintgironsi",254700
"laticorophium baconi",376400
"latimeria chalumnae",618800
"latirolagena smaragdula",4233300
"latirus gibbulus",2140600
"latirus nodatus",1826700
"latirus polygonus",5116000
"latirus turritus",6934500
"latitriphora albida",449000
"latreillia metanesa",8977600
"latreillia pennifera",9067900
"latreillia valida",10825100
"latreillopsis bispinosa",6032100
"latreutes anoplonyx",7536800
"latreutes fucorum",799900
"latreutes mucronatus",8186100
"latreutes parvulus",1337100
"latridopsis ciliaris",96600
"latridopsis forsteri",657600
"latris lineata",662100
"laurencia filiformis",370400
"laurencia intricata",1159300
"laurencia majuscula",2718700
"laurencia microcladia",1480200
"laurencia obtusa",7055900
"lauridromia dehaani",7583100
"lauridromia indica",2734000
"leachia atlantica",51564300
"leachia cyclura",21199200
"leachia dislocata",1501900
"leachia lemur",1890600
"leander paulensis",610100
"leander tenuicornis",9257400
"learchis poica",1102600
"lebbeus antarcticus",1725100
"lebbeus grandimanus",288000
"lebbeus groenlandicus",2162600
"lebbeus polaris",4861200
"lebetus guilleti",509000
"lebetus scorpioides",705400
"ledella solidula",2720800
"leiaster coriaceus",1517800
"leiaster leachi",2309900
"leiaster speciosus",3201500
"leiogalathea laevirostris",15432600
"leiognathus berbis",5388500
"leiognathus brevirostris",4770300
"leiognathus equulus",6199700
"leiognathus longispinis",3796000
"leiolambrus nitidus",1932500
"leiopathes glaberrima",10541100
"leiostomus xanthurus",498500
"leiuranus semicinctus",5167600
"lekanesphaera monodi",251600
"lembos websteri",993800
"lenisquilla lata",3784100
"lensia campanella",13485600
"lensia challengeri",13863400
"lensia conoidea",8992200
"lensia cossack",12548000
"lensia fowleri",13615900
"lensia hotspur",13362900
"lensia subtilis",12086200
"lensia subtiloides",16229300
"leodia sexiesperforata",1513700
"leopecten sericeus",34898000
"lepadichthys bolini",2309600
"lepadichthys caritus",2210200
"lepadichthys coccinotaenia",714000
"lepadichthys frenatus",1385100
"lepadichthys lineatus",1631000
"lepadichthys minor",1656300
"lepadogaster candolii",799900
"lepadogaster lepadogaster",492800
"lepas anatifera",19756500
"lepas anserifera",33049200
"lepeta caeca",6374200
"lepetella tubicola",474500
"lepetodrilus cristatus",7696800
"lepetodrilus elevatus",19391300
"lepetodrilus fucensis",169300
"lepetodrilus nux",298200
"lepetodrilus ovalis",8753700
"lepetodrilus pustulosus",8028100
"lepidamia multitaeniata",2841200
"lepidamia natalensis",311300
"lepidion capensis",214800
"lepidion ensiferus",4083600
"lepidion eques",1643800
"lepidion guentheri",87800
"lepidion inosimae",4508100
"lepidion lepidion",593000
"lepidion microcephalus",898900
"lepidion natalensis",291800
"lepidion schmidti",2143700
"lepidoblennius haplodactylus",133600
"lepidoblennius marmoratus",172000
"lepidoblepharon ophthalmolepis",4442600
"lepidochelys kempii",3716900
"lepidochelys olivacea",15518100
"lepidochitona cinerea",448100
"lepidochitona flectens",289800
"lepidochitona hartwegii",551300
"lepidochitona liozonis",1411600
"lepidocybium flavobrunneum",17996600
"lepidogobius lepidus",271200
"lepidonectes clarkhubbsi",82300
"lepidonectes corallicola",24400
"lepidonotothen squamifrons",1889700
"lepidopa benedicti",578300
"lepidopa richmondi",577200
"lepidopa websteri",649300
"lepidoperca aurantia",450000
"lepidoperca filamenta",225100
"lepidoperca occidentalis",339900
"lepidoperca pulchella",195600
"lepidophanes gaussi",19009100
"lepidophanes guentheri",58876900
"lepidophthalmus louisianensis",100900
"lepidopleurus cajetanus",949800
"lepidopora biserialis",1309100
"lepidopora microstylus",2298000
"lepidopora polystichopora",1211400
"lepidopsetta bilineata",1587600
"lepidopsetta mochigarei",298800
"lepidopsetta polyxystra",1879000
"lepidopus altifrons",2118200
"lepidopus caudatus",3300000
"lepidopus dubius",126200
"lepidopus fitchi",713800
"lepidorhombus boscii",2115700
"lepidorhombus whiffiagonis",1505100
"lepidorhynchus denticulatus",1485100
"lepidoteuthis grimaldii",75963100
"lepidotheca altispina",1107900
"lepidotheca chauliostylus",2030900
"lepidotrigla abyssalis",4048400
"lepidotrigla alata",2450800
"lepidotrigla argus",1612000
"lepidotrigla bentuviai",192600
"lepidotrigla bispinosa",1401800
"lepidotrigla brachyoptera",302100
"lepidotrigla cadmani",451000
"lepidotrigla calodactyla",193200
"lepidotrigla carolae",431100
"lepidotrigla cavillone",1483800
"lepidotrigla dieuzeidei",645200
"lepidotrigla faurei",1070300
"lepidotrigla guentheri",813100
"lepidotrigla japonica",3889900
"lepidotrigla kishinouyi",864000
"lepidotrigla larsoni",1052100
"lepidotrigla microptera",1690700
"lepidotrigla modesta",609900
"lepidotrigla mulhalli",516300
"lepidotrigla multispinosa",1108300
"lepidotrigla omanensis",444900
"lepidotrigla papilio",447100
"lepidotrigla russelli",1264900
"lepidotrigla spiloptera",6345000
"lepidotrigla spinosa",247500
"lepidotrigla vanessa",242400
"lepidozona cooperi",464400
"lepidozona coreanica",283600
"lepidozona interstincta",326100
"lepidozona mertensii",456700
"lepidozygus tapeinosoma",2196300
"lepophidium aporrhox",526700
"lepophidium brevibarbe",1486300
"lepophidium collettei",130500
"lepophidium crossotum",705600
"lepophidium cultratum",794000
"lepophidium entomelan",1078100
"lepophidium jeannae",819400
"lepophidium kallion",1206500
"lepophidium marmoratum",1111800
"lepophidium microlepis",368300
"lepophidium negropinna",735200
"lepophidium pardale",711700
"lepophidium pheromystax",660000
"lepophidium profundorum",1235100
"lepophidium prorates",261000
"lepophidium staurophor",354900
"lepophidium stigmatistium",67300
"lepophidium wileyi",1388900
"lepophidium zophochir",215400
"leporimetis intastriata",509300
"leptagonus decagonus",3054500
"leptalpheus forceps",629200
"leptasterias groenlandica",2683900
"leptasterias polaris",2926100
"leptastrea bewickensis",1573100
"leptastrea bottae",4063300
"leptastrea inaequalis",2449900
"leptastrea pruinosa",3664100
"leptastrea purpurea",4204700
"leptastrea transversa",3909300
"leptatherina presbyteroides",547100
"leptobrama muelleri",3461200
"leptocephalus giganteus",25109900
"leptocharias smithii",320500
"leptochela bermudensis",3055400
"leptochela carinata",3412400
"leptochela irrobusta",5029700
"leptochela papulata",1012200
"leptochela serratorbita",1860500
"leptochelia dubia",3736000
"leptochelia forresti",806400
"leptochelia savignyi",5341700
"leptochilichthys agassizii",6749500
"leptochilichthys pinguis",63834700
"leptochiton alveolus",16949300
"leptochiton asellus",1452500
"leptochiton binghami",1448500
"leptochiton boucheti",2581100
"leptochiton cancellatus",2148400
"leptochiton kerguelensis",2965300
"leptochiton medinae",1302500
"leptochiton rissoi",946200
"leptochiton rugatus",2387700
"leptochiton sarsi",405200
"leptochiton thandari",2267500
"leptochiton vanbellei",4174200
"leptochryseus kuwaitense",747100
"leptoclinides capensis",251900
"leptoclinides cuspidatus",2801700
"leptoclinides dubius",8389300
"leptoclinides durus",978700
"leptoclinides faeroensis",2339700
"leptoclinides maculatus",264200
"leptoclinides rufus",3671800
"leptoclinides sulawesii",2851600
"leptoclinus maculatus",5583400
"leptoconchus lamarckii",499200
"leptocotis tenuirostris",9452800
"leptocottus armatus",924600
"leptoderma lubricum",9282500
"leptoderma macrops",4522800
"leptoderma retropinna",22983000
"leptodius exaratus",4939300
"leptodius gracilis",4581700
"leptodius nudipes",2353700
"leptodius sanguineus",3782200
"leptognathia breviremis",2410500
"leptognathia gracilis",4152800
"leptognathia manca",2816100
"leptogorgia cardinalis",1622900
"leptogorgia euryale",1203300
"leptogorgia hebes",820900
"leptogorgia medusa",1673000
"leptogorgia punicea",1620800
"leptogorgia rigida",219600
"leptogorgia setacea",1405800
"leptogorgia stheno",2503500
"leptogorgia virgulata",657900
"leptograpsus variegatus",1172900
"leptoichthys fistularius",279700
"leptojulis cyanopleura",5183500
"leptojulis lambdastigma",1837500
"leptomelanosoma indicum",2507500
"leptometra celtica",2094200
"leptomithrax tuberculatus",237500
"leptomysis gracilis",1955900
"leptomysis lingvura",798500
"leptomysis mediterranea",862900
"leptomysis megalops",1279600
"leptomysis truncata",1132100
"leptonotus blainvilleanus",581500
"leptonotus norae",194000
"leptonychotes weddellii",9009000
"leptopecten bavayi",1669700
"leptopisa setirostris",832000
"leptopsammia pruvoti",298600
"leptoria phrygia",3699200
"leptoscarus vaigiensis",4704000
"leptoscopus macropygus",160500
"leptoseris cailleti",524900
"leptoseris cucullata",801900
"leptoseris explanata",4788100
"leptoseris foliosa",4088700
"leptoseris gardineri",4630300
"leptoseris hawaiiensis",4776300
"leptoseris incrustans",2987400
"leptoseris mycetoseroides",5149100
"leptoseris papyracea",7345000
"leptoseris scabra",4364000
"leptoseris solida",3104900
"leptoseris tubulifera",2425500
"leptoseris yabei",3118400
"leptosquilla schmeltzii",1776500
"leptostomias bermudensis",16541700
"leptostomias bilobatus",29778000
"leptostomias gladiator",181644800
"leptostomias gracilis",39946300
"leptostomias haplocaulus",63622300
"leptostomias longibarba",42156700
"leptostylis ampullacea",1008900
"leptostylis antipus",809700
"leptostylis crassicauda",1434700
"leptostylis longimana",535400
"leptostylis macrura",713800
"leptosynanceia asteroblepa",4248600
"leptosynapta inhaerens",1418500
"leptosynapta minuta",573100
"leptotrophon charcoti",585000
"leptotrophon spinacutus",636500
"leptotrophon surprisensis",722400
"lepturacanthus savala",7102600
"leptychaster anomalus",1235400
"leptychaster arcticus",6655700
"leptychaster pacificus",493100
"lernaeodiscus ingolfi",1621400
"lessonia fuscescens",353500
"lessonia variegata",165200
"lestidiops affinis",35916700
"lestidiops indopacifica",119868400
"lestidiops jayakari",188504900
"lestidiops mirabilis",133396400
"lestidiops neles",13981100
"lestidiops pacificus",120120700
"lestidiops pseudosphyraenoides",1294900
"lestidiops ringens",634900
"lestidiops similis",33349300
"lestidiops sphyraenopsis",76227700
"lestidiops sphyrenoides",4272500
"lestidium atlanticum",121535500
"lestidium nudum",23865300
"lestidium prolixum",5277100
"lestrigonus bengalensis",3197100
"lestrigonus latissimus",2466500
"lestrigonus macrophthalmus",3047000
"lestrolepis intermedia",162345700
"lestrolepis japonica",52808600
"lestrolepis luetkeni",52798400
"lesueurigobius friesii",1644800
"lesueurigobius koumansi",373900
"lesueurigobius sanzi",324800
"lesueurigobius suerii",751400
"lesueurina platycephala",409500
"letepsammia formosissima",5185300
"letepsammia superstes",6390100
"letharchus rosenblatti",63000
"lethenteron camtschaticum",1812400
"lethotremus muticus",275700
"lethrinus amboinensis",2901300
"lethrinus atkinsoni",3079600
"lethrinus atlanticus",290200
"lethrinus borbonicus",1196900
"lethrinus conchyliatus",6058400
"lethrinus crocineus",1433700
"lethrinus erythracanthus",7732100
"lethrinus erythropterus",3637900
"lethrinus genivittatus",3570400
"lethrinus haematopterus",442000
"lethrinus harak",4547100
"lethrinus laticaudis",1101800
"lethrinus lentjan",5970500
"lethrinus mahsena",1074400
"lethrinus microdon",5099400
"lethrinus miniatus",1492700
"lethrinus nebulosus",5959500
"lethrinus obsoletus",4587400
"lethrinus olivaceus",7364400
"lethrinus ornatus",3866100
"lethrinus ravus",828600
"lethrinus reticulatus",3076900
"lethrinus rubrioperculatus",7530300
"lethrinus semicinctus",3913200
"lethrinus variegatus",7675500
"lethrinus xanthochilus",6982100
"leucaltis clathria",478600
"leucandra heathi",538200
"leucetta chagosensis",3015500
"leucetta floridana",1700200
"leucetta leptoraphis",1372700
"leucetta losangelensis",502400
"leucetta microraphis",3044700
"leucetta primigenia",17066300
"leucilla nuttingi",351500
"leuckartiara octona",4278400
"leucon americanus",1484400
"leucon antarcticus",2064200
"leucon assimilis",1215400
"leucon fulvus",778700
"leucon intermedius",917300
"leucon nasicoides",1338500
"leucon pallidus",1007700
"leucon parasiphonatus",1898900
"leucon sagitta",749000
"leucon septemdentatus",546700
"leucon spinulosus",2295100
"leuconia nivea",940300
"leuconia pumila",14552700
"leucopsila stilifera",6565000
"leucoraja circularis",1745100
"leucoraja erinacea",500500
"leucoraja fullonica",2025000
"leucoraja garmani",210500
"leucoraja lentiginosa",2320900
"leucoraja leucosticta",347900
"leucoraja melitensis",250800
"leucoraja naevus",1709600
"leucoraja ocellata",335900
"leucoraja pristispina",109100
"leucoraja wallacei",495600
"leucorhynchia caledonica",2940100
"leucorhynchia tricarinata",1260200
"leucosia anatum",5013600
"leucosia craniolaris",3152900
"leucosolenia blanca",3836700
"leucosolenia canariensis",10632300
"leucosolenia coriacea",15547100
"leucosolenia macleayi",13380400
"leucosyrinx paratenoceras",304200
"leucosyrinx subgrundifera",1674200
"leucosyrinx tenoceras",1738400
"leucosyrinx verrillii",2686700
"leucothoe ashleyae",727000
"leucothoe kensleyi",716800
"leucothoe laurensi",663300
"leucozonia leucozonalis",418300
"leucozonia nassa",1470900
"leucozonia ocellata",1124900
"leukoma staminea",362300
"leukoma thaca",61400
"leuresthes tenuis",118500
"leuroglossus schmidti",6571500
"leuroglossus stilbius",41796000
"leveillea jungermannioides",3837000
"leviprora inops",292700
"levisquilla inermis",5064400
"levisquilla jurichi",1483400
"lewindromia unidentata",8384900
"liachirus melanospilos",4639600
"liagora ceranoides",1863200
"libinia dubia",1308400
"libinia emarginata",1921600
"libinia erinacea",997800
"lichia amia",3738400
"lienardia fallax",1531700
"lienardia nigrocincta",1877000
"ligia italica",400800
"ligia pigmentata",851600
"ligur ensiferus",2593800
"liguriella podophthalma",278985700
"lile nigrofasciata",549900
"lile piquitinga",522900
"lile stolifera",456500
"liljeborgia bousfieldi",441100
"liljeborgia fissicornis",3480400
"liljeborgia georgiana",825800
"liloa brevis",497000
"lima caribaea",764100
"lima hians",1312300
"lima lima",5813800
"lima loscombi",826900
"lima marioni",2339300
"lima nimbifer",512800
"lima pellucida",5325000
"lima tomlini",9035200
"lima vulgaris",6489300
"limacina bulimoides",14380900
"limacina helicina",9240400
"limacina inflata",14779500
"limacina lesueurii",15368900
"limacina retroversa",4153800
"limacina trochiformis",18076800
"limanda aspera",1851100
"limanda ferruginea",826700
"limanda limanda",1103900
"limanda proboscidea",2459100
"limanda sakhalinensis",751300
"limaria basilanica",2652500
"limaria fragilis",4523400
"limaria hemphilli",1056900
"limaria hians",1028400
"limaria hirasei",1167400
"limaria locklini",2993800
"limaria loscombi",394500
"limaria orientalis",2995700
"limaria pellucida",1865800
"limaria tuberculata",461300
"limatula attenuata",1859500
"limatula bullata",26489900
"limatula confusa",7742600
"limatula gwyni",384800
"limatula hendersoni",4856200
"limatula hodgsoni",1764700
"limatula hyperborea",8519300
"limatula japonica",12097100
"limatula maoria",499800
"limatula ovalis",684900
"limatula pygmaea",1448200
"limatula saturna",2641600
"limatula setifera",2032800
"limatula similaris",16758000
"limatula subauriculata",3798000
"limatula subovata",842600
"limatula suteri",575800
"limatula vigilis",2160800
"limea bronniana",2537800
"limifossor fratula",2198400
"limneria prolongata",869800
"limneria undata",4117700
"limnichthys fasciatus",4589700
"limnichthys nitidus",4511800
"limnodriloides barnardi",2601600
"limnodriloides monothecus",1795600
"limnodriloides rubicundus",928800
"limnoperna fortunei",263400
"limnoria lignorum",805400
"limnoria quadripunctata",554300
"limnoria tripunctata",2423500
"limopsis aurita",3578400
"limopsis cristata",4219100
"limopsis galatheae",531700
"limopsis lilliei",559600
"limopsis marionensis",5460100
"limopsis minuta",3551200
"limopsis sulcata",3485600
"limopsis tenella",11222500
"limulus polyphemus",1126400
"linatella caudata",6339000
"linckia bouvieri",1003200
"linckia columbiae",476900
"linckia guildingi",9332500
"linckia laevigata",5805000
"linckia multifora",6340900
"linckia nodosa",2739200
"lindapecten exasperatus",9530000
"lindapecten muscosus",1645500
"lindbergichthys mizops",75200
"lindbergichthys nudifrons",86000
"lingula adamsi",1910400
"lingula anatina",10793200
"linophryne arborifera",66632400
"linophryne brevibarbata",18645100
"linophryne coronata",51268700
"linophryne densiramus",115704400
