"sciname","total_hab_area"
"Scleroptila levaillantii",18500
"Scleroptila psilolaema",4200
"Scleroptila shelleyi",666600
"Scleroptila streptophora",50700
"Scleroptila whytei",34500
"Sclerurus albigularis",392500
"Sclerurus caudacutus",4834800
"Sclerurus cearensis",42200
"Sclerurus guatemalensis",220600
"Sclerurus mexicanus",5185300
"Sclerurus rufigularis",4618900
"Sclerurus scansor",436300
"Scolopax bukidnonensis",7200
"Scolopax celebensis",6600
"Scolopax minor",2377400
"Scolopax mira",1400
"Scolopax rochussenii",1500
"Scolopax rosenbergii",94900
"Scolopax rusticola",12125400
"Scolopax saturata",11100
"Scopus umbretta",1681700
"Scotocerca inquieta",4348200
"Scotopelia bouvieri",2379200
"Scotopelia ussheri",210400
"Scytalopus acutirostris",8300
"Scytalopus affinis",6000
"Scytalopus altirostris",5900
"Scytalopus alvarezlopezi",3400
"Scytalopus argentifrons",10700
"Scytalopus atratus",68800
"Scytalopus bolivianus",26100
"Scytalopus canus",1100
"Scytalopus caracae",3200
"Scytalopus chocoensis",17800
"Scytalopus diamantinensis",8800
"Scytalopus femoralis",34800
"Scytalopus fuscus",11600
"Scytalopus gettyae",300
"Scytalopus gonzagai",700
"Scytalopus griseicollis",6600
"Scytalopus iraiensis",300
"Scytalopus latebricola",2000
"Scytalopus latrans",90100
"Scytalopus macropus",13300
"Scytalopus magellanicus",223300
"Scytalopus meridanus",4200
"Scytalopus micropterus",19300
"Scytalopus novacapitalis",3800
"Scytalopus opacus",24900
"Scytalopus pachecoi",12000
"Scytalopus panamensis",200
"Scytalopus parkeri",3500
"Scytalopus parvirostris",35500
"Scytalopus perijanus",1500
"Scytalopus petrophilus",12100
"Scytalopus robbinsi",2300
"Scytalopus rodriguezi",500
"Scytalopus sanctaemartae",2000
"Scytalopus schulenbergi",5400
"Scytalopus simonsi",4900
"Scytalopus speluncae",55800
"Scytalopus spillmanni",41300
"Scytalopus stilesi",6300
"Scytalopus superciliaris",6600
"Scytalopus unicolor",1200
"Scytalopus urubambae",2500
"Scytalopus vicinior",6500
"Scytalopus zimmeri",20000
"Scythrops novaehollandiae",1483400
"Seiurus aurocapilla",3222200
"Selasphorus ardens",1100
"Selasphorus calliope",1121500
"Selasphorus ellioti",18900
"Selasphorus flammula",3600
"Selasphorus heloisa",67200
"Selasphorus platycercus",381500
"Selasphorus rufus",1538300
"Selasphorus sasin",32500
"Selasphorus scintilla",5100
"Selenidera gouldii",1436000
"Selenidera langsdorffii",1258000
"Selenidera maculirostris",233800
"Selenidera nattereri",805400
"Selenidera piperivora",961500
"Selenidera reinwardtii",443000
"Selenidera spectabilis",27800
"Seleucidis melanoleucus",240000
"Semioptera wallacii",11300
"Semnornis frantzii",6900
"Semnornis ramphastinus",22800
"Sephanoides sephaniodes",486300
"Sericornis beccarii",222400
"Sericornis frontalis",724300
"Sericornis humilis",28400
"Sericornis keri",8200
"Sericornis magnirostra",196000
"Sericornis nouhuysi",75000
"Sericossypha albocristata",31100
"Sericulus ardens",157800
"Sericulus aureus",33800
"Sericulus bakeri",300
"Sericulus chrysocephalus",61700
"Serilophus lunatus",790600
"Serilophus rubropygius",185900
"Serinus alario",345300
"Serinus canaria",4400
"Serinus canicollis",23700
"Serinus flavivertex",71500
"Serinus nigriceps",23000
"Serinus pusillus",712500
"Serinus serinus",4564800
"Serinus syriacus",2300
"Serpophaga cinerea",278700
"Serpophaga griseicapilla",2234900
"Serpophaga hypoleuca",145500
"Serpophaga nigricans",515800
"Serpophaga subcristata",5123200
"Setopagis heterura",239000
"Setopagis parvula",5505000
"Setopagis whitelyi",5300
"Setophaga adelaidae",5500
"Setophaga americana",2043800
"Setophaga angelae",300
"Setophaga auduboni",2778700
"Setophaga caerulescens",1069300
"Setophaga castanea",1935400
"Setophaga cerulea",408000
"Setophaga chrysoparia",72900
"Setophaga citrina",1261700
"Setophaga coronata",6802000
"Setophaga delicata",800
"Setophaga discolor",1047000
"Setophaga dominica",1258700
"Setophaga flavescens",2600
"Setophaga fusca",2443100
"Setophaga graciae",213200
"Setophaga graysoni",200
"Setophaga kirtlandii",35300
"Setophaga magnolia",3093200
"Setophaga nigrescens",338400
"Setophaga occidentalis",137800
"Setophaga palmarum",3287300
"Setophaga pensylvanica",2626800
"Setophaga petechia",10187700
"Setophaga pharetra",5000
"Setophaga pinus",1192600
"Setophaga pitiayumi",6481600
"Setophaga pityophila",3900
"Setophaga plumbea",2500
"Setophaga ruticilla",6519700
"Setophaga striata",1423900
"Setophaga subita",200
"Setophaga tigrina",1861600
"Setophaga townsendi",1079500
"Setophaga virens",2950500
"Setophaga vitellina",200
"Setornis criniger",650500
"Sheppardia aequatorialis",22200
"Sheppardia aurantiithorax",500
"Sheppardia bocagei",79200
"Sheppardia gabela",800
"Sheppardia gunningi",18000
"Sheppardia lowei",5800
"Sheppardia montana",300
"Sheppardia poensis",48800
"Sheppardia polioptera",176300
"Sheppardia sharpei",42400
"Sholicola albiventris",2100
"Sholicola major",1000
"Sialia currucoides",2641100
"Sialia mexicana",1149000
"Sialia sialis",560300
"Sibia morrisoniana",7200
"Sibia nipalensis",52000
"Sibia souliei",33800
"Sibia waldeni",105900
"Sibirionetta formosa",635700
"Sicalis auriventris",5600
"Sicalis columbiana",121300
"Sicalis flaveola",1452300
"Sicalis lebruni",207500
"Sicalis lutea",127500
"Sicalis luteocephala",11800
"Sicalis luteola",1974400
"Sicalis mendozae",3400
"Sicalis olivascens",65600
"Sicalis raimondii",25200
"Sicalis taczanowskii",14400
"Sicalis uropigyalis",493700
"Sigelus silens",918900
"Silvicultrix diadema",34800
"Silvicultrix frontalis",79600
"Silvicultrix jelskii",12200
"Silvicultrix pulchella",26300
"Siphonorhis brewsteri",5800
"Sipia berlepschi",48200
"Sipia laemosticta",25000
"Sipia nigricauda",22700
"Sipia palliata",27800
"Sipodotus wallacii",440700
"Siptornis striaticollis",8000
"Sirystes albocinereus",1551400
"Sirystes albogriseus",135800
"Sirystes sibilator",2132800
"Sirystes subcanescens",698000
"Sitta arctica",1613000
"Sitta azurea",193500
"Sitta canadensis",6907900
"Sitta carolinensis",496600
"Sitta cashmirensis",19000
"Sitta castanea",465300
"Sitta cinnamoventris",494900
"Sitta europaea",5137200
"Sitta formosa",258400
"Sitta frontalis",3127500
"Sitta himalayensis",278400
"Sitta insularis",100
"Sitta krueperi",82700
"Sitta ledanti",300
"Sitta leucopsis",32500
"Sitta magna",173200
"Sitta nagaensis",563200
"Sitta neglecta",239300
"Sitta neumayer",116400
"Sitta oenochlamys",97900
"Sitta przewalskii",28800
"Sitta pusilla",358500
"Sitta pygmaea",264700
"Sitta solangiae",17300
"Sitta tephronota",387900
"Sitta victoriae",100
"Sitta villosa",182100
"Sitta whiteheadi",2000
"Sitta yunnanensis",42100
"Sittasomus griseicapillus",9605900
"Sittasomus griseus",862700
"Sittiparus castaneoventris",18000
"Sittiparus olivaceus",200
"Sittiparus owstoni",200
"Sittiparus semilarvatus",31800
"Sittiparus varius",305200
"Siva cyanouroptera",1747600
"Smicrornis brevirostris",4818400
"Smithornis capensis",3595000
"Smithornis rufolateralis",1431500
"Smithornis sharpei",427700
"Smutsornis africanus",1998200
"Snowornis cryptolophus",67600
"Snowornis subalaris",35100
"Spartonoica maluroides",299600
"Spatula cyanoptera",163600
"Spatula hottentota",754100
"Spatula puna",4200
"Spatula versicolor",122000
"Speculanas specularis",25900
"Speculipastor bicolor",1039000
"Spelaeornis badeigularis",600
"Spelaeornis caudatus",21100
"Spelaeornis chocolatinus",2800
"Spelaeornis kinneari",1600
"Spelaeornis longicaudatus",5200
"Spelaeornis oatesi",11700
"Spelaeornis reptatus",59300
"Spermestes bicolor",4736000
"Spermestes cucullata",4261400
"Spermestes fringilloides",1367800
"Spermophaga haematina",1433700
"Spermophaga poliogenys",343600
"Spermophaga ruficapilla",368400
"Sphecotheres hypoleucus",3100
"Sphecotheres vieilloti",409500
"Sphecotheres viridis",8500
"Sphenoeacus afer",217900
"Sphenopsis frontalis",66800
"Sphenopsis melanotis",33300
"Sphenopsis ochracea",900
"Sphenopsis piurae",3700
"Sphyrapicus nuchalis",1621200
"Sphyrapicus ruber",354800
"Sphyrapicus thyroideus",319800
"Sphyrapicus varius",4236400
"Spilopelia chinensis",4774900
"Spilopelia senegalensis",15924200
"Spilopelia suratensis",2360000
"Spiloptila clamans",483200
"Spilornis cheela",5568000
"Spilornis elgini",4700
"Spilornis holospilus",148900
"Spilornis kinabaluensis",3700
"Spilornis klossi",1100
"Spilornis rufipectus",43100
"Spindalis dominicensis",32400
"Spindalis nigricephala",7300
"Spindalis portoricensis",5900
"Spindalis zena",40900
"Spinus atratus",436300
"Spinus atriceps",6400
"Spinus barbatus",628200
"Spinus crassirostris",69200
"Spinus cucullatus",1300
"Spinus dominicensis",4000
"Spinus lawrencei",259200
"Spinus magellanicus",4686400
"Spinus olivaceus",77000
"Spinus pinus",840000
"Spinus psaltria",1440500
"Spinus siemiradzkii",14100
"Spinus spinus",8385000
"Spinus thibetanus",148100
"Spinus tristis",9642500
"Spinus uropygialis",24300
"Spinus xanthogastrus",74200
"Spiza americana",2665400
"Spizaetus isidori",117300
"Spizaetus melanoleucus",7088600
"Spizaetus ornatus",6481500
"Spizaetus tyrannus",6343500
"Spizella atrogularis",171900
"Spizella breweri",463300
"Spizella pallida",3171400
"Spizella passerina",10125900
"Spizella pusilla",3048600
"Spizella wortheni",3000
"Spiziapteryx circumcincta",1033300
"Spizixos canifrons",363600
"Spizixos semitorques",841800
"Spizocorys conirostris",1075300
"Spizocorys fremantlii",427500
"Spizocorys fringillaris",3200
"Spizocorys obbiensis",36200
"Spizocorys personata",9100
"Spizocorys sclateri",113100
"Spizocorys starki",181600
"Spodiopsar cineraceus",3326900
"Spodiopsar sericeus",439200
"Sporathraupis cyanocephala",145200
"Sporophila albogularis",77500
"Sporophila americana",360300
"Sporophila angolensis",7005300
"Sporophila ardesiaca",9500
"Sporophila beltoni",5800
"Sporophila bouvreuil",2077200
"Sporophila bouvronides",347900
"Sporophila caerulescens",1590200
"Sporophila castaneiventris",136400
"Sporophila cinnamomea",132000
"Sporophila collaris",227700
"Sporophila corvina",238500
"Sporophila crassirostris",303700
"Sporophila falcirostris",75100
"Sporophila frontalis",87200
"Sporophila funerea",288800
"Sporophila hypochroma",737200
"Sporophila hypoxantha",1461600
"Sporophila iberaensis",300
"Sporophila intermedia",204700
"Sporophila lineola",745600
"Sporophila luctuosa",45300
"Sporophila maximiliani",9500
"Sporophila melanogaster",11500
"Sporophila minuta",732100
"Sporophila morelleti",313000
"Sporophila murallae",960200
"Sporophila nigricollis",1160500
"Sporophila nigrorufa",1000
"Sporophila nuttingi",8300
"Sporophila ophthalmica",185000
"Sporophila palustris",40100
"Sporophila peruviana",43600
"Sporophila pileata",571900
"Sporophila ruficollis",268200
"Sporophila simplex",8600
"Sporophila telasco",52600
"Sporophila torqueola",163000
"Sporopipes frontalis",1385500
"Sporopipes squamifrons",1327900
"Stachyris grammiceps",8200
"Stachyris herberti",10300
"Stachyris humei",27100
"Stachyris leucotis",146900
"Stachyris maculata",474600
"Stachyris nigriceps",1626900
"Stachyris nigricollis",136600
"Stachyris nonggangensis",1200
"Stachyris oglei",3300
"Stachyris poliocephala",620100
"Stachyris roberti",122900
"Stachyris strialata",447300
"Stachyris thoracica",19200
"Stactolaema anchietae",1006300
"Stactolaema leucogrammica",35900
"Stactolaema leucotis",201400
"Stactolaema whytii",164300
"Stagonopleura bella",21400
"Stagonopleura guttata",682300
"Stagonopleura oculata",49100
"Staphida castaniceps",275500
"Staphida everetti",175200
"Staphida torqueola",596400
"Starnoenas cyanocephala",12700
"Steatornis caripensis",788600
"Stelgidillas gracilirostris",3465600
"Stelgidopteryx ruficollis",8573900
"Stenostira scita",295900
"Stephanoaetus coronatus",5447800
"Stephanophorus diadematus",250100
"Stephanoxis lalandi",44800
"Stephanoxis loddigesii",201900
"Sterna acuticauda",21600
"Sternoclyta cyanopectus",8800
"Sternula superciliaris",259900
"Sterrhoptilus capitalis",16800
"Sterrhoptilus dennistouni",13200
"Sterrhoptilus nigrocapitatus",15400
"Stigmatura bahiae",3700
"Stigmatura budytoides",1458700
"Stigmatura napensis",42100
"Stiltia isabella",1536400
"Stiphrornis erythrothorax",413500
"Stiphrornis pyrrholaemus",77200
"Stipiturus malachurus",95000
"Stipiturus mallee",9200
"Stipiturus ruficeps",562900
"Stizorhina finschi",194400
"Stizorhina fraseri",2525600
"Stomiopera flava",198100
"Stomiopera unicolor",349100
"Strepera fuliginosa",64400
"Strepera graculina",1307500
"Strepera versicolor",1463500
"Streptocitta albertinae",3000
"Streptocitta albicollis",32900
"Streptocitta torquata",54700
"Streptopelia bitorquata",58900
"Streptopelia capicola",7529600
"Streptopelia decaocto",8810000
"Streptopelia decipiens",5188900
"Streptopelia dusumieri",123900
"Streptopelia hypopyrrha",479300
"Streptopelia lugens",343200
"Streptopelia orientalis",11293300
"Streptopelia reichenowi",65300
"Streptopelia roseogrisea",5951100
"Streptopelia semitorquata",11014100
"Streptopelia tranquebarica",2576400
"Streptopelia turtur",7764600
"Streptopelia vinacea",5071400
"Streptopelia xanthocycla",96600
"Streptoprocne biscutata",385500
"Streptoprocne phelpsi",133800
"Streptoprocne rutila",547000
"Streptoprocne semicollaris",151300
"Streptoprocne zonaris",4187400
"Stresemannia bougainvillei",2200
"Strix aluco",7831400
"Strix butleri",4200
"Strix chacoensis",272200
"Strix fulvescens",29300
"Strix hadorami",112900
"Strix hylophila",221800
"Strix leptogrammica",867200
"Strix nebulosa",18068400
"Strix nivicolum",3610400
"Strix occidentalis",287500
"Strix ocellata",2198200
"Strix rufipes",136100
"Strix seloputo",394300
"Strix uralensis",2658500
"Strix varia",252400
"Strix woodfordii",8530800
"Struthidea cinerea",1857600
"Struthio camelus",4883900
"Struthio molybdophanes",877400
"Sturnella magna",2847300
"Sturnella neglecta",5247900
"Sturnia erythropygia",4700
"Sturnia malabarica",2519500
"Sturnia pagodarum",2289100
"Sturnia sinensis",254400
"Sturnornis albofrontatus",5600
"Sturnus unicolor",467300
"Sublegatus arenarum",324200
"Sublegatus modestus",2284300
"Sublegatus obscurior",4692500
"Sugomel nigrum",4776100
"Suiriri suiriri",4656300
"Surnia ulula",19820600
"Surniculus dicruroides",2110600
"Surniculus lugubris",1258300
"Surniculus musschenbroeki",143100
"Surniculus velutinus",136600
"Suthora alphonsiana",99700
"Suthora atrosuperciliaris",167700
"Suthora brunnea",44500
"Suthora conspicillata",116500
"Suthora davidiana",92600
"Suthora fulvifrons",70700
"Suthora nipalensis",153400
"Suthora przewalskii",3300
"Suthora ricketti",26900
"Suthora webbiana",2042300
"Suthora zappeyi",8700
"Swynnertonia swynnertoni",3900
"Sylvia abyssinica",119800
"Sylvia atricapilla",10185200
"Sylvia atriceps",42000
"Sylvia borin",13112100
"Sylvia dohrni",200
"Sylvia galinieri",6100
"Sylvia nigricapillus",37400
"Sylvietta brachyura",4921200
"Sylvietta chapini",3700
"Sylvietta denti",862100
"Sylvietta isabellina",373400
"Sylvietta leucophrys",27300
"Sylvietta leucopsis",679200
"Sylvietta philippae",152400
"Sylvietta rufescens",1953500
"Sylvietta ruficapilla",2320700
"Sylvietta virens",3537000
"Sylvietta whytii",393000
"Sylviorthorhynchus desmurii",96600
"Sylviorthorhynchus yanacensis",5400
"Sylviparus modestus",463400
"Syma megarhyncha",58500
"Syma torotoro",553400
"Symposiachrus ateralbus",200
"Symposiachrus axillaris",102300
"Symposiachrus barbatus",19100
"Symposiachrus brehmii",2700
"Symposiachrus browni",3700
"Symposiachrus everetti",100
"Symposiachrus guttula",573100
"Symposiachrus infelix",2400
"Symposiachrus julianae",200
"Symposiachrus leucurus",1200
"Symposiachrus loricatus",6100
"Symposiachrus malaitae",3600
"Symposiachrus manadensis",414200
"Symposiachrus menckei",400
"Symposiachrus mundus",4000
"Symposiachrus rubiensis",210900
"Symposiachrus sacerdotum",800
"Symposiachrus trivirgatus",398600
"Symposiachrus verticalis",37800
"Symposiachrus vidua",3500
"Synallaxis albescens",5385100
"Synallaxis albigularis",22900
"Synallaxis albilora",78800
"Synallaxis azarae",294800
"Synallaxis beverlyae",100
"Synallaxis brachyura",272400
"Synallaxis cabanisi",23800
"Synallaxis candei",43500
"Synallaxis castanea",1000
"Synallaxis cherriei",490600
"Synallaxis chinchipensis",5500
"Synallaxis cinerascens",286100
"Synallaxis cinerea",4600
"Synallaxis cinnamomea",20900
"Synallaxis courseni",200
"Synallaxis erythrothorax",172100
"Synallaxis frontalis",5254400
"Synallaxis fuscorufa",2300
"Synallaxis gujanensis",3804200
"Synallaxis hellmayri",8600
"Synallaxis hypochondriaca",1600
"Synallaxis hypospodia",1668000
"Synallaxis infuscata",700
"Synallaxis kollari",300
"Synallaxis macconnelli",19000
"Synallaxis maranonica",2800
"Synallaxis moesta",115400
"Synallaxis ruficapilla",324300
"Synallaxis rutilans",5049300
"Synallaxis scutata",935500
"Synallaxis simoni",6800
"Synallaxis spixi",509500
"Synallaxis stictothorax",18900
"Synallaxis subpudica",5700
"Synallaxis tithys",3500
"Synallaxis unirufa",115200
"Synallaxis zimmeri",1500
"Syndactyla dimidiata",283400
"Syndactyla guttulata",3200
"Syndactyla roraimae",15500
"Syndactyla ruficollis",5500
"Syndactyla rufosuperciliata",140800
"Syndactyla striata",26400
"Syndactyla subalaris",98200
"Syndactyla ucayalae",269900
"Synoicus adansonii",885500
"Synoicus chinensis",1655300
"Synoicus ypsilophorus",2269500
"Sypheotides indicus",577300
"Syrigma sibilatrix",2079300
"Syrmaticus ellioti",173900
"Syrmaticus humiae",241400
"Syrmaticus mikado",5200
"Syrmaticus reevesii",182000
"Syrmaticus soemmerringii",48100
"Syrrhaptes paradoxus",85000
"Syrrhaptes tibetanus",27300
"Systellura decussata",9200
"Systellura longirostris",2226200
"Systellura roraimae",5700
"Taccocua leschenaultii",366100
"Tachornis furcata",9500
"Tachornis phoenicobia",1400
"Tachornis squamata",2535400
"Tachuris rubrigastra",86400
"Tachybaptus dominicus",301100
"Tachybaptus novaehollandiae",40000
"Tachycineta albilinea",292300
"Tachycineta bicolor",315000
"Tachycineta cyaneoviridis",6500
"Tachycineta euchrysea",4100
"Tachymarptis aequatorialis",30000
"Tachymarptis melba",8196200
"Tachyphonus coronatus",355900
"Tachyphonus phoenicius",154800
"Tachyphonus rufus",5202500
"Tadorna cana",1027100
"Tadorna ferruginea",3035100
"Taeniopygia bichenovii",3092200
"Taeniotriccus andrei",486300
"Talaphorus chlorocercus",118000
"Talegalla cuvieri",55100
"Talegalla fuscirostris",246500
"Talegalla jobiensis",184100
"Tangara abbas",314300
"Tangara argentea",29800
"Tangara arthus",4300
"Tangara atrocoerulea",24700
"Tangara aurulenta",57500
"Tangara brasiliensis",54300
"Tangara cabanisi",3500
"Tangara callophrys",1368700
"Tangara chilensis",3893300
"Tangara chrysotis",25100
"Tangara cucullata",400
"Tangara cyanocephala",264400
"Tangara cyanomelas",41800
"Tangara cyanoptera",54800
"Tangara cyanotis",30900
"Tangara cyanoventris",97500
"Tangara desmaresti",54700
"Tangara dowii",6300
"Tangara episcopus",6975600
"Tangara fastuosa",9200
"Tangara flava",3959500
"Tangara florida",25800
"Tangara fucosa",200
"Tangara fulvicervix",42300
"Tangara glaucocolpa",43600
"Tangara gyrola",3403600
